State,Player,HS City,HS Name,Years,From,To,Games,Career_Min_Played,Career_FG,Career_FGA,Career_3P,Career_3PA,Career_FT,Career_FTA,Career_ORB,Career_TRB,Career_AST,Career_STL,Career_BLK,Career_Turnovers,Career_Personal_Fouls,Career_Points,Career_FG%,Career_3P%,Career_FT%,Min_Played_PG,Points_PG,TRB_PG,AST_PG,
Massachusetts,Steve Bucknall,Byfield,Governor Dummer Academy,1,1990,1990,18,75,9,33,0,1,5,6,5,7,10,2,1,11,10,23,0.273,0,0.833,4.2,1.3,0.4,0.6,
Massachusetts,Derrick Caracter,Fitchburg,Notre Dame Prep,1,2011,2011,41,215,32,66,0,0,17,23,19,43,7,4,10,19,47,81,0.485,,0.739,5.2,2,1,0.2,
Massachusetts,Bob Carrington,Braintree,Archbishop Williams,2,1978,1980,82,1787,268,626,0,2,136,179,76,187,120,69,24,123,223,672,0.428,0,0.76,21.8,8.2,2.3,1.5,
Massachusetts,Jeff Cross,Worcester,Worcester Academy,1,1986,1986,21,128,6,24,0,0,14,25,9,30,1,2,3,6,38,26,0.25,,0.56,6.1,1.2,1.4,0,
Massachusetts,Armand Cure,New Bedford,New Bedford,1,1947,1947,12,,4,15,,,2,3,,,0,,,,5,10,0.267,,0.667,,0.8,,0,
Massachusetts,Bill Curley,Duxbury,Duxbury,5,1995,2001,147,1614,157,354,2,9,78,105,124,290,60,61,44,75,345,394,0.444,0.222,0.743,11,2.7,2,0.4,
Massachusetts,Justin Dentmon,Winchendon,Winchendon School,2,2012,2013,8,95,10,30,2,14,4,6,0,8,10,2,0,7,10,26,0.333,0.143,0.667,11.9,3.3,1,1.3,
Massachusetts,Terry Driscoll,Boston,Boston College,5,1971,1975,274,3632,449,1071,0,0,229,330,117,1114,221,31,22,28,588,1127,0.419,,0.694,13.3,4.1,4.1,0.8,
Massachusetts,Obinna Ekezie,Worcester,Worcester Academy,4,2000,2005,143,1516,165,390,0,1,180,250,146,383,31,38,27,95,254,510,0.423,0,0.72,10.6,3.6,2.7,0.2,
Massachusetts,Kim English,Fitchburg,Notre Dame Prep,1,2013,2013,41,407,42,112,14,50,21,29,8,37,26,16,3,19,46,119,0.375,0.28,0.724,9.9,2.9,0.9,0.6,
Massachusetts,Patrick Ewing*,Cambridge,Cambridge Rindge & Latin,17,1986,2002,1183,40594,9702,19241,19,125,5392,7289,2752,11607,2215,1136,2894,3537,4034,24815,0.504,0.152,0.74,34.3,21,9.8,1.9,
Massachusetts,Jack Foley,Worcester,Assumption,1,1963,1963,11,83,20,51,,,13,15,,16,5,,,,8,53,0.392,,0.867,7.5,4.8,1.5,0.5,
Massachusetts,Dan Gadzuric,Byfield,Governor Dummer Academy,10,2003,2012,527,7793,1049,2100,0,8,367,737,910,2326,196,242,448,357,1250,2465,0.5,0,0.498,14.8,4.7,4.4,0.4,
Massachusetts,Francisco García,Winchendon,Winchendon School,10,2006,2015,549,11853,1564,3659,581,1627,614,768,278,1400,747,441,388,545,1229,4323,0.427,0.357,0.799,21.6,7.9,2.6,1.4,
Massachusetts,Woody Grimshaw,Franklin,Dean Academy,1,1947,1947,21,,20,56,,,21,44,,,1,,,,25,61,0.357,,0.477,,2.9,,0,
Massachusetts,Adam Harrington,Northfield,Pioneer Valley Regional,1,2003,2003,19,111,11,37,5,14,3,4,1,8,12,2,1,2,8,30,0.297,0.357,0.75,5.8,1.6,0.4,0.6,
Massachusetts,Lazar Hayward,Fitchburg,Notre Dame Prep,3,2011,2013,72,591,70,202,21,78,46,60,25,90,35,17,8,28,65,207,0.347,0.269,0.767,8.2,2.9,1.3,0.5,
Massachusetts,Chris Herren,Fall River,Durfee,2,2000,2001,70,1005,74,220,40,122,36,52,16,73,167,29,2,62,117,224,0.336,0.328,0.692,14.4,3.2,1,2.4,
Massachusetts,Bill Hewitt,Cambridge,Cambridge Rindge & Latin,6,1969,1975,361,7461,891,2031,,,280,499,30,1994,469,9,10,,792,2062,0.439,,0.561,20.7,5.7,5.5,1.3,
Massachusetts,Jarrett Jack,Worcester,Worcester Academy,13,2006,2018,867,24140,3374,7673,620,1809,1981,2316,277,2487,3952,683,107,1723,1583,9349,0.44,0.343,0.855,27.8,10.8,2.9,4.6,
Massachusetts,Randell Jackson,Winchendon,Winchendon School,2,1999,2000,28,272,46,108,1,7,21,32,30,54,8,3,11,26,29,114,0.426,0.143,0.656,9.7,4.1,1.9,0.3,
Massachusetts,Toby Kimball,Belmont,Belmont,9,1967,1975,571,10439,1383,3251,,,704,1229,193,3870,571,51,23,,1280,3470,0.425,,0.573,18.3,6.1,6.8,1,
Massachusetts,Tony Lavelli,Somerville,Somerville,2,1950,1951,86,,194,529,,,203,238,,59,63,,,,163,591,0.367,,0.853,,6.9,2,0.7,
Massachusetts,Ron Lee,Lexington,Lexington,6,1977,1982,448,9586,1296,3117,42,131,651,924,397,1219,1688,869,122,783,1368,3285,0.416,0.321,0.705,21.4,7.3,2.7,3.8,
Massachusetts,Russ Lee,Boston,Hyde Park,3,1973,1975,97,582,116,297,,,50,73,31,114,65,22,3,,82,282,0.391,,0.685,6,2.9,1.2,0.7,
Massachusetts,Dwayne McClain,Worcester,Holy Name,1,1986,1986,45,461,69,180,1,9,18,35,14,30,67,38,4,40,61,157,0.383,0.111,0.514,10.2,3.5,0.7,1.5,
Massachusetts,Perry Moss,Amherst,Regional,2,1986,1987,136,1710,207,499,8,46,114,158,63,210,198,98,18,136,228,536,0.415,0.174,0.722,12.6,3.9,1.5,1.5,
Massachusetts,Rumeal Robinson,Cambridge,Cambridge Rindge & Latin,6,1991,1997,336,6098,1014,2345,112,326,406,665,164,606,1179,301,54,580,599,2546,0.432,0.344,0.611,18.1,7.6,1.8,3.5,
Massachusetts,Courtney Sims,Dedham,Noble and Greenough School,2,2008,2009,5,24,3,7,0,0,0,0,3,6,1,0,0,1,3,6,0.429,,,4.8,1.2,1.2,0.2,
Massachusetts,Stan Stutz,Worcester,Worcester Classical,3,1947,1949,166,,402,1573,,,377,464,,,188,,,,397,1181,0.256,,0.813,,7.1,,1.1,
Massachusetts,Bruno Šundov,Winchendon,Winchendon School,7,1999,2005,102,524,79,222,5,24,10,19,32,107,18,15,14,30,106,173,0.356,0.208,0.526,5.1,1.7,1,0.2,
Massachusetts,Lou Tsioropoulos,Lynn,English,3,1957,1959,157,2977,337,1070,,,236,329,,751,165,,,,451,910,0.315,,0.717,19,5.8,4.8,1.1,
Massachusetts,Wayne Turner,Chestnut Hill,Beaver Country Day,1,2000,2000,3,41,1,6,0,0,2,6,1,3,5,0,0,3,4,4,0.167,,0.333,13.7,1.3,1,1.7,
Massachusetts,Owen Wells,Boston,English,1,1975,1975,33,214,42,100,,,15,22,12,35,22,9,3,,38,99,0.42,,0.682,6.5,3,1.1,0.7,
Massachusetts,Antoine Wright,Groton,Lawrence Academy,6,2006,2011,297,5714,617,1499,155,510,225,334,157,681,295,139,72,227,598,1614,0.412,0.304,0.674,19.2,5.4,2.3,1,
Massachusetts,Erik Murphy,Southborough,St. Mark's,1,2014,2014,24,62,3,13,0,3,0,0,2,8,2,0,4,2,7,6,0.231,0,,2.6,0.3,0.3,0.1,
Massachusetts,James Southerland,Fitchburg,Notre Dame Prep,1,2014,2014,4,30,5,15,3,6,1,2,0,8,0,1,2,1,3,14,0.333,0.5,0.5,7.5,3.5,2,0,
Massachusetts,Nik Stauskas,Southborough,St. Mark's,6,2015,2022,343,6701,770,1981,400,1131,350,431,78,691,515,139,80,340,426,2290,0.389,0.354,0.812,19.5,6.7,2,1.5,
Massachusetts,Shabazz Napier,Groton,Lawrence Academy,6,2015,2020,345,5986,808,2034,345,1000,472,579,104,657,849,286,48,452,404,2433,0.397,0.345,0.815,17.4,7.1,1.9,2.5,
Massachusetts,Khem Birch,Fitchburg,Notre Dame Prep,6,2018,2023,282,4825,537,1032,14,70,314,450,544,1241,274,136,154,153,460,1402,0.52,0.2,0.698,17.1,5,4.4,1,
Massachusetts,Sean Kilpatrick,Fitchburg,Notre Dame Prep,4,2015,2018,157,3082,545,1319,194,579,332,385,40,429,236,73,13,206,191,1616,0.413,0.335,0.862,19.6,10.3,2.7,1.5,
Massachusetts,Pat Connaughton,Danvers,St. John's Prep,9,2016,2024,554,10836,1226,2813,655,1832,256,331,387,1914,759,274,148,305,653,3363,0.436,0.358,0.773,19.6,6.1,3.5,1.4,
Massachusetts,Luis Montero,Wilbraham,Wilbraham & Monson Academy,2,2016,2018,14,50,5,20,1,9,3,4,0,6,1,0,0,6,1,14,0.25,0.111,0.75,3.6,1,0.4,0.1,
Massachusetts,Jake Layman,Wrentham,King Philip Regional,6,2017,2022,243,3099,458,996,131,437,128,178,102,417,127,99,71,122,254,1175,0.46,0.3,0.719,12.8,4.8,1.7,0.5,
Massachusetts,Jamel Artis,Fitchburg,Notre Dame Prep,1,2018,2018,15,279,31,79,8,29,7,12,4,38,18,2,3,8,11,77,0.392,0.276,0.583,18.6,5.1,2.5,1.2,
Massachusetts,Wenyen Gabriel,Wilbraham,Wilbraham & Monson Academy,5,2020,2024,150,1939,262,500,38,122,103,170,203,514,72,53,63,101,293,665,0.524,0.311,0.606,12.9,4.4,3.4,0.5,
Massachusetts,Jarrell Brantley,Fitchburg,Notre Dame Prep,3,2020,2023,41,273,43,94,19,50,5,6,12,53,29,10,9,17,27,110,0.457,0.38,0.833,6.7,2.7,1.3,0.7,
Massachusetts,Jeff Adrien,Brookline,Brookline,5,2011,2015,153,2148,264,557,0,2,181,288,221,659,100,50,79,91,259,709,0.474,0,0.628,14,4.6,4.3,0.7,
Massachusetts,Jimmy Walker,Boston,Boston Trade,9,1968,1976,698,23590,4624,10039,,,2407,2903,139,1860,2429,253,36,,1735,11655,0.461,,0.829,33.8,16.7,2.7,3.5,
Massachusetts,James Bouknight,Granby,MacDuffie School,3,2022,2024,79,900,136,375,63,188,48,63,31,133,73,22,7,49,81,383,0.363,0.335,0.762,11.4,4.8,1.7,0.9,
Massachusetts,Dalano Banton,Granby,MacDuffie School,3,2022,2024,149,2022,340,832,87,301,137,188,90,347,262,74,43,148,166,904,0.409,0.289,0.729,13.6,6.1,2.3,1.8,
Massachusetts,Dalano Banton,Northfield,Redemption Christian Academy,3,2022,2024,149,2022,340,832,87,301,137,188,90,347,262,74,43,148,166,904,0.409,0.289,0.729,13.6,6.1,2.3,1.8,
Massachusetts,David Duke Jr.,Ashburnham,Cushing Academy,3,2022,2024,49,620,85,204,13,55,32,41,43,106,43,26,8,30,71,215,0.417,0.236,0.78,12.7,4.4,2.2,0.9,
Massachusetts,Jermaine Samuels,Weston,The Rivers School,1,2024,2024,14,60,9,14,0,2,2,2,3,13,3,1,2,0,5,20,0.643,0,1,4.3,1.4,0.9,0.2,
Massachusetts,Phil Pressey,Ashburnham,Cushing Academy,3,2014,2016,148,2015,172,505,48,189,75,119,36,216,433,116,15,161,179,467,0.341,0.254,0.63,13.6,3.2,1.5,2.9,
Massachusetts,Rick Weitzman,Brookline,Brookline,1,1968,1968,25,75,12,46,,,9,13,,10,8,,,,8,33,0.261,,0.692,3,1.3,0.4,0.3,
Michigan,Bud Acton,Troy,Troy,1,1968,1968,23,195,29,74,,,19,29,,47,11,,,,35,77,0.392,,0.655,8.5,3.3,2,0.5,
Michigan,Maurice Ager,Detroit,Crockett,4,2007,2011,82,505,64,189,11,44,30,53,8,46,19,6,6,29,65,169,0.339,0.25,0.566,6.2,2.1,0.6,0.2,
Michigan,Victor Alexander,Detroit,Denby,5,1992,2002,286,5755,1101,2126,18,63,322,508,446,1384,257,135,177,378,713,2542,0.518,0.286,0.634,20.1,8.9,4.8,0.9,
Michigan,B.J. Armstrong,Birmingham,Brother Rice,11,1990,2000,747,17790,2850,5981,436,1026,1184,1383,192,1321,2479,533,47,889,1128,7320,0.477,0.425,0.856,23.8,9.8,1.8,3.3,
Michigan,Shane Battier,Beverly Hills,Detroit Country Day,13,2002,2014,977,30004,2982,6819,1250,3254,1194,1606,1273,4082,1717,988,906,878,2208,8408,0.437,0.384,0.743,30.7,8.6,4.2,1.8,
Michigan,Charlie Bell,Flint,Flint Southwestern Academy,7,2002,2011,376,9368,1192,2891,438,1213,382,497,180,814,857,303,31,362,750,3204,0.412,0.361,0.769,24.9,8.5,2.2,2.3,
Michigan,Keith Benson,Beverly Hills,Detroit Country Day,1,2012,2012,3,9,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,,,3,0,1,0,
Michigan,Don Boven,Kalamazoo,Kalamazoo Central,3,1950,1953,195,3355,561,1653,,,641,908,,553,393,,,,753,1763,0.339,,0.706,25.2,9,4.2,2,
Michigan,John Brisker,Hamtramck,Hamtramck,6,1970,1975,331,9953,2678,5907,166,517,1325,1588,725,2152,787,35,9,733,937,6847,0.453,0.321,0.834,30.1,20.7,6.5,2.4,
Michigan,Wayman Britt,Flint,Flint Northern,1,1978,1978,7,16,3,10,,,3,4,1,4,2,1,0,1,3,9,0.3,,0.75,2.3,1.3,0.6,0.3,
Michigan,George Brown,Detroit,Cass Technical,1,1958,1958,1,6,0,2,,,1,2,,1,0,,,,1,1,0,,0.5,6,1,1,0,
Michigan,Bill Buntin,Detroit,Northern,1,1966,1966,42,713,118,299,,,88,143,,252,36,,,,119,324,0.395,,0.615,17,7.7,6,0.9,
Michigan,Ed Burton,Muskegon Heights,Muskegon Heights,2,1962,1965,15,70,14,34,,,5,11,,18,3,,,,16,33,0.412,,0.455,4.7,2.2,1.2,0.2,
Michigan,Willie Burton,Detroit,Saint Martin de Porres,8,1991,1999,316,6666,1090,2569,140,406,923,1174,326,932,393,191,121,517,846,3243,0.424,0.345,0.786,21.1,10.3,2.9,1.2,
Michigan,Demetrius Calip,Flint,Flint Northern,1,1992,1992,7,58,4,18,1,5,2,3,1,5,12,1,0,5,8,11,0.222,0.2,0.667,8.3,1.6,0.7,1.7,
Michigan,Geno Carlisle,Grand Rapids,Ottawa Hills,1,2005,2005,6,16,2,3,0,0,4,6,1,1,1,0,0,1,1,8,0.667,,0.667,2.7,1.3,0.2,0.2,
Michigan,Wilson Chandler,Benton Harbor,Benton Harbor,12,2008,2020,676,20287,3270,7382,874,2560,1049,1363,766,3574,1205,470,414,931,1807,8463,0.443,0.341,0.77,30,12.5,5.3,1.8,
Michigan,Archie Clark,Ecorse,Ecorse,10,1967,1976,725,23581,4693,9784,,,2433,3163,130,2427,3498,231,15,,1806,11819,0.48,,0.769,32.5,16.3,3.3,4.8,
Michigan,Mateen Cleaves,Flint,Flint Northern,6,2001,2006,167,1863,233,599,12,45,131,180,33,175,310,67,5,201,213,609,0.389,0.267,0.728,11.2,3.6,1,1.9,
Michigan,Fred Cofield,Ypsilanti,Ypsilanti,2,1986,1987,50,496,77,195,3,16,12,20,7,51,86,22,3,50,66,169,0.395,0.188,0.6,9.9,3.4,1,1.7,
Michigan,Derrick Coleman,Detroit,Northern,15,1991,2005,781,25903,4616,10335,326,1105,3326,4326,2079,7232,1985,606,1051,2036,2062,12884,0.447,0.295,0.769,33.2,16.5,9.3,2.5,
Michigan,Chris Crawford,Kalamazoo,Comstock,7,1998,2004,252,3985,609,1393,70,202,366,444,206,547,154,101,80,232,492,1654,0.437,0.347,0.824,15.8,6.6,2.2,0.6,
Michigan,Joe Crawford,Detroit,Renaissance,1,2009,2009,2,23,3,10,1,4,2,2,1,4,1,1,0,0,2,9,0.3,0.25,1,11.5,4.5,2,0.5,
Michigan,Dillard Crocker,Niles,Niles,4,1949,1953,154,1559,444,1407,,,464,657,,215,205,,,,557,1352,0.316,,0.706,15.7,8.8,2.2,1.3,
Michigan,Earl Cureton,Detroit,Finney,12,1981,1997,674,12420,1545,3263,0,16,530,985,1189,3172,678,341,361,728,1535,3620,0.473,0,0.538,18.4,5.4,4.7,1,
Michigan,Mel Daniels*,Detroit,Pershing,9,1968,1977,639,22466,4672,9985,3,34,2431,3699,2880,9528,1140,99,362,1911,2309,11778,0.468,0.088,0.657,35.2,18.4,14.9,1.8,
Michigan,Ollie Darden,Detroit,Western,3,1968,1970,223,4811,815,1872,2,11,415,597,316,1381,219,,,360,693,2047,0.435,0.182,0.695,21.6,9.2,6.2,1,
Michigan,Johnny Davis,Detroit,Murray-Wright,10,1977,1986,750,21200,3699,8258,33,187,2279,2777,560,1505,3368,683,116,1398,1469,9710,0.448,0.176,0.821,28.3,12.9,2,4.5,
Michigan,Paul Davis,Rochester Hills,Rochester,4,2007,2010,82,702,88,219,0,1,41,56,74,158,32,22,15,30,105,217,0.402,0,0.732,8.6,2.6,1.9,0.4,
Michigan,Paul Dawkins,Saginaw,Saginaw,1,1980,1980,57,776,141,300,1,5,33,48,42,125,77,33,9,76,112,316,0.47,0.2,0.688,13.6,5.5,2.2,1.4,
Michigan,Dave DeBusschere*,Detroit,Austin Catholic,12,1963,1974,875,31202,5722,13249,,,2609,3730,134,9618,2497,67,39,,2801,14053,0.432,,0.699,35.7,16.1,11,2.9,
Michigan,Blaine Denning,Detroit,Northern,1,1953,1953,1,9,2,5,,,1,1,,4,0,,,,3,5,0.4,,1,9,5,4,0,
Michigan,Derrick Dial,Detroit,Cass Technical,4,2000,2004,82,687,103,277,8,42,39,58,45,133,63,21,11,35,51,253,0.372,0.19,0.672,8.4,3.1,1.6,0.8,
Michigan,Craig Dill,Saginaw,Arthur Hill,1,1968,1968,65,1354,187,488,0,3,71,106,,378,31,,,64,164,445,0.383,0,0.67,20.8,6.8,5.8,0.5,
Michigan,Chris Douglas-Roberts,Detroit,Cass Technical,6,2009,2015,222,4381,574,1309,84,255,339,408,83,472,254,128,55,200,287,1571,0.439,0.329,0.831,19.7,7.1,2.1,1.1,
Michigan,Terry Duerod,Highland Park,Highland Park,4,1980,1983,143,1977,429,928,23,70,80,119,52,160,170,63,17,125,143,961,0.462,0.329,0.672,13.8,6.7,1.1,1.2,
Michigan,Charles Edge,Detroit,Northeastern,2,1974,1975,155,3090,507,1010,0,4,187,296,414,981,109,117,105,212,240,1201,0.502,0,0.632,19.9,7.7,6.3,0.7,
Michigan,Howard Eisley,Detroit,Southwestern,12,1995,2006,786,16013,1881,4617,516,1474,838,1013,208,1324,2748,540,83,1172,1701,5116,0.407,0.35,0.827,20.4,6.5,1.7,3.5,
Michigan,Bob Elliott,Ann Arbor,Pioneer,3,1979,1981,141,2324,356,720,2,6,266,410,187,502,204,69,34,233,306,980,0.494,0.333,0.649,16.5,7,3.6,1.4,
Michigan,Desmon Farmer,Flint,Flint Northwestern,2,2007,2009,11,86,9,29,5,20,3,3,0,7,11,1,0,5,8,26,0.31,0.25,1,7.8,2.4,0.6,1,
Michigan,Butch Feher,Alpena,Alpena,1,1977,1977,48,487,86,162,,,76,99,18,74,36,11,7,,46,248,0.531,,0.768,10.1,5.2,1.5,0.8,
Michigan,Desmond Ferguson,Lansing,Everett,1,2004,2004,7,32,5,12,3,8,0,2,0,4,1,0,0,1,0,13,0.417,0.375,0,4.6,1.9,0.6,0.1,
Michigan,Bruce Flowers,Berkley,Berkley,1,1983,1983,53,699,110,206,0,2,41,53,71,180,47,19,12,43,99,261,0.534,0,0.774,13.2,4.9,3.4,0.9,
Michigan,Larry Fogle,Detroit,Cooley,1,1976,1976,2,14,1,5,,,0,0,1,3,0,1,0,,4,2,0.2,,,7,1,1.5,0,
Michigan,Tony Fuller,Detroit,Saint Martin de Porres,1,1981,1981,15,248,24,66,0,1,12,16,13,42,28,10,1,23,25,60,0.364,0,0.75,16.5,4,2.8,1.9,
Michigan,Terry Furlow,Flint,Flint Northern,4,1977,1980,239,4809,1044,2273,24,82,438,508,211,507,568,159,69,374,298,2550,0.459,0.293,0.862,20.1,10.7,2.1,2.4,
Michigan,Smokey Gaines,Detroit,Northeastern,1,1968,1968,3,36,4,16,1,1,1,2,,10,0,,,0,4,10,0.25,1,0.5,12,3.3,3.3,0,
Michigan,Derrick Gervin,Detroit,Martin Luther King,2,1990,1991,77,1082,257,591,7,31,155,203,69,175,38,39,26,57,135,676,0.435,0.226,0.764,14.1,8.8,2.3,0.5,
Michigan,George Gervin*,Detroit,Martin Luther King,14,1973,1986,1060,35597,10368,20583,122,451,5737,6822,1816,5602,2798,1283,1047,2909,3250,26595,0.504,0.271,0.841,33.6,25.1,5.3,2.6,
Michigan,Ben Gillery,Detroit,Central,1,1989,1989,24,84,6,19,0,0,13,23,7,23,2,2,4,5,29,25,0.316,,0.565,3.5,1,1,0.1,
Michigan,Paul Grant,Birmingham,Brother Rice,2,1999,2004,16,111,13,29,0,0,3,8,8,18,3,2,1,9,21,29,0.448,,0.375,6.9,1.8,1.1,0.2,
Michigan,Jeff Grayer,Flint,Flint Northwestern,9,1989,1998,438,8277,1336,2925,35,137,550,829,574,1294,635,271,65,484,732,3257,0.457,0.255,0.663,18.9,7.4,3,1.4,
Michigan,Draymond Green,Saginaw,Saginaw,12,2013,2024,813,23299,2615,5790,662,2072,1160,1628,890,5674,4565,1084,818,1853,2317,7052,0.452,0.319,0.713,28.7,8.7,7,5.6,
Michigan,Willie Green,Detroit,Cooley,12,2004,2015,731,14783,2417,5682,517,1494,708,925,242,1303,1018,393,108,705,1259,6059,0.425,0.346,0.765,20.2,8.3,1.8,1.4,
Michigan,Paul Griffin,Shelby,Shelby,7,1977,1983,480,10053,837,1657,0,0,769,1111,894,2650,1116,403,248,638,1400,2443,0.505,,0.692,20.9,5.1,5.5,2.3,
Michigan,Robert Hahn,Ann Arbor,Ann Arbor,1,1950,1950,10,,4,13,,,2,7,,,1,,,,17,10,0.308,,0.286,,1,,0.1,
Michigan,Al Hairston,Mount Clemens,Mount Clemens,2,1969,1970,42,294,41,122,,,9,15,,41,44,,,,38,91,0.336,,0.6,7,2.2,1,1,
Michigan,Lindsay Hairston,Detroit,Kettering,1,1976,1976,47,651,104,228,,,65,112,65,179,21,21,32,,84,273,0.456,,0.58,13.9,5.8,3.8,0.4,
Michigan,Malik Hairston,Detroit,Renaissance,2,2009,2010,62,472,64,125,2,12,19,37,24,77,29,10,16,23,48,149,0.512,0.167,0.514,7.6,2.4,1.2,0.5,
Michigan,Shaler Halimon,Romulus,Romulus,5,1969,1973,254,3648,667,1666,1,9,251,390,74,781,423,,,89,418,1586,0.4,0.111,0.644,14.4,6.2,3.1,1.7,
Michigan,Darvin Ham,Saginaw,Saginaw,8,1997,2005,417,5178,443,856,4,16,249,504,472,963,229,136,154,308,766,1139,0.518,0.25,0.494,12.4,2.7,2.3,0.5,
Michigan,Joe Hamood,Dearborn,Fordson,1,1968,1968,76,1839,274,819,16,78,186,252,,217,227,,,126,200,750,0.335,0.205,0.738,24.2,9.9,2.9,3,
Michigan,Reggie Harding,Detroit,Eastern,4,1964,1968,230,6369,927,2215,0,1,321,533,,2199,396,,,77,635,2175,0.419,0,0.602,27.7,9.5,9.6,1.7,
Michigan,Alan Hardy,Detroit,Northwestern,2,1981,1982,60,421,84,195,0,5,25,39,22,53,23,10,13,31,45,193,0.431,0,0.641,7,3.2,0.9,0.4,
Michigan,Manny Harris,Redford,Redford,4,2011,2017,93,1594,199,524,53,150,124,168,57,253,129,48,14,101,104,575,0.38,0.353,0.738,17.1,6.2,2.7,1.4,
Michigan,Bubbles Hawkins,Detroit,Pershing,4,1976,1979,103,2005,534,1179,,,245,348,107,240,150,114,47,45,252,1313,0.453,,0.704,19.5,12.7,2.3,1.5,
Michigan,Spencer Haywood*,Detroit,Pershing,13,1970,1983,844,29408,6776,14445,1,19,3558,4471,2026,8675,1541,355,629,969,2388,17111,0.469,0.053,0.796,34.8,20.3,10.3,1.8,
Michigan,Earle Higgins,Ann Arbor,Ann Arbor,1,1971,1971,53,467,104,223,3,17,20,30,48,128,35,,,26,109,231,0.466,0.176,0.667,8.8,4.4,2.4,0.7,
Michigan,Al Horford,Grand Ledge,Grand Ledge,17,2008,2024,1078,34259,5867,11439,862,2275,1571,2066,2090,8574,3501,830,1249,1523,2335,14167,0.513,0.379,0.76,31.8,13.1,8,3.2,
Michigan,Nate Huffman,Battle Creek,Lakeview,1,2003,2003,7,76,9,25,0,0,5,8,9,23,5,1,3,3,13,23,0.36,,0.625,10.9,3.3,3.3,0.7,
Michigan,Willie Iverson,Detroit,Pershing,1,1969,1969,28,531,50,146,0,2,36,60,12,46,80,,,55,47,136,0.342,0,0.6,19,4.9,1.6,2.9,
Michigan,Jermaine Jackson,Detroit,Finney,5,2000,2006,135,1344,89,222,3,19,81,114,34,145,184,42,9,78,127,262,0.401,0.158,0.711,10,1.9,1.1,1.4,
Michigan,Darryl Johnson,Flint,Flint Central,1,1996,1996,11,28,5,12,0,1,2,2,2,2,1,0,0,1,3,12,0.417,0,1,2.5,1.1,0.2,0.1,
Michigan,Ken Johnson,Detroit,Henry Ford,1,2003,2003,16,156,15,37,0,0,2,6,4,32,0,1,12,6,20,32,0.405,,0.333,9.8,2,2,0,
Michigan,Magic Johnson*,Lansing,Everett,13,1980,1996,906,33245,6211,11951,325,1074,4960,5850,1601,6559,10141,1724,374,3506,2050,17707,0.52,0.303,0.848,36.7,19.5,7.2,11.2,
Michigan,Bill Jones,Detroit,Northwestern,1,1989,1989,37,307,50,102,0,1,29,43,20,47,20,17,6,18,38,129,0.49,0,0.674,8.3,3.5,1.3,0.5,
Michigan,Chris Kaman,Wyoming,Tri-Unity Christian,13,2004,2016,735,19642,3432,7023,1,24,1343,1808,1487,5582,921,322,931,1544,1968,8208,0.489,0.042,0.743,26.7,11.2,7.6,1.3,
Michigan,Greg Kelser,Detroit,Henry Ford,6,1980,1985,305,6032,1097,2255,5,30,762,1110,609,1402,411,239,150,658,904,2961,0.486,0.167,0.686,19.8,9.7,4.6,1.3,
Michigan,Tom King,East Lansing,East Lansing,1,1947,1947,58,,97,410,,,101,160,,,32,,,,102,295,0.237,,0.631,,5.1,,0.6,
Michigan,Negele Knight,Detroit,Saint Martin de Porres,6,1991,1999,276,4513,671,1539,25,95,332,455,114,351,780,123,30,357,403,1699,0.436,0.263,0.73,16.4,6.2,1.3,2.8,
Michigan,Joe Kopicki,Warren,Fitzgerald,3,1983,1985,118,1187,137,278,3,11,155,191,111,314,84,37,8,75,150,432,0.493,0.273,0.812,10.1,3.7,2.7,0.7,
Michigan,Tom Kozelko,Traverse City,Central,3,1974,1976,189,1911,167,399,,,73,98,121,346,99,68,16,,281,407,0.419,,0.745,10.1,2.2,1.8,0.5,
Michigan,Tom LaGarde,Detroit,Central Catholic,6,1978,1985,312,6194,870,1882,0,2,636,994,504,1593,456,94,131,534,860,2376,0.462,0,0.64,19.9,7.6,5.1,1.5,
Michigan,George Lee,Highland Park,Highland Park,7,1961,1968,297,5158,740,1955,,,749,1021,,1235,258,,,,504,2229,0.379,,0.734,17.4,7.5,4.2,0.9,
Michigan,Voshon Lenard,Detroit,Southwestern,11,1996,2006,565,15349,2444,5892,936,2437,921,1171,347,1609,1180,424,131,748,1212,6745,0.415,0.384,0.787,27.2,11.9,2.8,2.1,
Michigan,Kevin Loder,Cassopolis,Ross Beatty,3,1982,1984,148,2094,365,791,6,23,139,200,113,338,174,67,43,143,261,875,0.461,0.261,0.695,14.1,5.9,2.3,1.2,
Michigan,Grant Long,Romulus,Romulus,15,1989,2003,1003,28514,3472,7440,83,293,2491,3272,2168,6154,1716,1199,366,1628,2957,9518,0.467,0.283,0.761,28.4,9.5,6.1,1.7,
Michigan,John Long,Romulus,Romulus,14,1979,1997,893,22680,5108,10929,101,314,1814,2104,998,2492,1738,912,180,1555,1868,12131,0.467,0.322,0.862,25.4,13.6,2.8,1.9,
Michigan,Mark Macon,Saginaw,Buena Vista,6,1992,1999,251,5018,694,1806,34,126,263,358,173,467,428,349,20,323,587,1685,0.384,0.27,0.735,20,6.7,1.9,1.7,
