State,Player,HS City,HS Name,Years,From,To,Games,Career_Min_Played,Career_FG,Career_FGA,Career_3P,Career_3PA,Career_FT,Career_FTA,Career_ORB,Career_TRB,Career_AST,Career_STL,Career_BLK,Career_Turnovers,Career_Personal_Fouls,Career_Points,Career_FG%,Career_3P%,Career_FT%,Min_Played_PG,Points_PG,TRB_PG,AST_PG,
Maine,Brad Miller,Pittsfield,Maine Central Institute,14,1999,2012,868,24537,3446,7174,201,610,2631,3273,1708,6199,2470,639,592,1367,2383,9724,0.48,0.33,0.804,28.3,11.2,7.1,2.8,
Maine,Cuttino Mobley,Pittsfield,Maine Central Institute,11,1999,2009,747,27618,4319,9979,1085,2867,2241,2684,543,2902,2015,878,313,1520,1710,11964,0.433,0.378,0.835,37,16,3.9,2.7,
Maine,Mamadou N'Diaye,Pittsfield,Maine Central Institute,5,2001,2005,69,858,85,199,0,1,92,125,88,225,8,17,64,40,146,262,0.427,0,0.736,12.4,3.8,3.3,0.1,
Maine,Sam Cassell,Pittsfield,Maine Central Institute,15,1994,2008,993,29812,5698,12558,672,2029,3567,4144,618,3221,5939,1058,163,2418,2744,15635,0.454,0.331,0.861,30,15.7,3.2,6,
Maryland,Willie Allen,Rockville,Richard Montgomery,1,1972,1972,7,30,4,13,0,0,5,6,4,14,4,,,6,11,13,0.308,,0.833,4.3,1.9,2,0.6,
Maryland,Johnny Austin,Hyattsville,DeMatha Catholic,2,1967,1968,45,753,113,301,0,11,114,156,,71,62,,,57,122,340,0.375,0,0.731,16.7,7.6,1.6,1.4,
Maryland,Thurl Bailey,Bladensburg,Bladensburg,12,1984,1999,928,24873,4753,10056,4,35,2324,2863,1304,4718,1298,435,1086,1444,1843,11834,0.473,0.114,0.812,26.8,12.8,5.1,1.4,
Maryland,Ken Bannister,Baltimore,Southwestern,5,1985,1991,253,3867,586,1202,0,4,329,669,276,893,111,109,80,347,669,1501,0.488,0,0.492,15.3,5.9,3.5,0.4,
Maryland,Nate Barnett,Baltimore,Mervo,1,1976,1976,12,73,12,26,0,1,3,8,3,8,8,3,1,8,22,27,0.462,0,0.375,6.1,2.3,0.7,0.7,
Maryland,Eddie Basden,Greenbelt,Eleanor Roosevelt,1,2006,2006,19,141,15,37,1,7,8,10,7,28,8,9,2,9,17,39,0.405,0.143,0.8,7.4,2.1,1.5,0.4,
Maryland,Norman Black,Baltimore,Cardinal Gibbons,1,1981,1981,3,28,3,10,0,0,2,8,0,2,2,1,0,1,2,8,0.3,,0.25,9.3,2.7,0.7,0.7,
Maryland,Keith Bogans,Hyattsville,DeMatha Catholic,11,2004,2014,671,14527,1482,3759,714,2020,579,809,391,1817,866,429,68,574,1223,4257,0.394,0.353,0.716,21.6,6.3,2.7,1.3,
Maryland,Muggsy Bogues,Baltimore,Paul Laurence Dunbar,14,1988,2001,889,25429,2845,6210,106,381,1062,1284,534,2318,6726,1369,39,1433,1582,6858,0.458,0.278,0.827,28.6,7.7,2.6,7.6,
Maryland,Josh Boone,Colora,West Nottingham Academy,4,2007,2010,256,4482,567,1042,0,0,206,463,484,1258,125,99,178,169,466,1340,0.544,,0.445,17.5,5.2,4.9,0.5,
Maryland,Keith Booth,Baltimore,Paul Laurence Dunbar,2,1998,1999,45,449,51,157,1,11,27,48,27,97,39,22,11,42,63,130,0.325,0.091,0.563,10,2.9,2.2,0.9,
Maryland,Ken Boyd,Frederick,Frederick,1,1975,1975,6,25,7,13,,,5,11,3,5,2,3,0,,2,19,0.538,,0.455,4.2,3.2,0.8,0.3,
Maryland,Charles Bradley,Edgewood,Edgewood,3,1982,1984,110,910,127,305,0,4,93,159,42,119,55,46,34,87,151,347,0.416,0,0.585,8.3,3.2,1.1,0.5,
Maryland,Dudley Bradley,Edgewood,Edgewood,9,1980,1989,600,10192,1222,2780,101,345,586,803,317,1098,1147,940,182,682,1220,3131,0.44,0.293,0.73,17,5.2,1.8,1.9,
Maryland,Adrian Branch,Hyattsville,DeMatha Catholic,4,1987,1990,130,1429,331,727,9,39,163,219,114,253,96,83,17,125,193,834,0.455,0.231,0.744,11,6.4,1.9,0.7,
Maryland,Jamison Brewer,Kensington,Newport School,4,2002,2005,54,468,35,94,8,32,11,28,15,50,56,19,2,32,34,89,0.372,0.25,0.393,8.7,1.6,0.9,1,
Maryland,Evers Burns,Baltimore,Woodlawn,1,1994,1994,23,143,22,55,0,0,12,23,13,30,9,6,3,7,33,56,0.4,,0.522,6.2,2.4,1.3,0.4,
Maryland,Kenny Carr,Hyattsville,DeMatha Catholic,10,1978,1987,674,17167,3057,5998,3,38,1696,2479,1506,4999,923,484,296,1438,2153,7813,0.51,0.079,0.684,25.5,11.6,7.4,1.4,
Maryland,Sam Cassell,Baltimore,Paul Laurence Dunbar,15,1994,2008,993,29812,5698,12558,672,2029,3567,4144,618,3221,5939,1058,163,2418,2744,15635,0.454,0.331,0.861,30,15.7,3.2,6,
Maryland,Sid Catlett,Hyattsville,DeMatha Catholic,1,1972,1972,9,40,2,9,,,2,9,,4,1,,,,3,6,0.222,,0.222,4.4,0.7,0.4,0.1,
Maryland,Marcus Cousin,Randallstown,Randallstown,1,2011,2011,4,18,2,3,0,0,0,0,0,3,0,0,1,1,1,4,0.667,,,4.5,1,0.8,0,
Maryland,Quintin Dailey,Baltimore,Cardinal Gibbons,10,1983,1992,528,12170,2936,6460,21,133,1577,2025,421,1307,1188,500,51,1025,1231,7470,0.454,0.158,0.779,23,14.1,2.5,2.3,
Maryland,Adrian Dantley*,Hyattsville,DeMatha Catholic,15,1977,1991,955,34151,8169,15121,7,41,6832,8351,2207,5455,2830,944,150,2503,2550,23177,0.54,0.171,0.818,35.8,24.3,5.7,3,
Maryland,Brian Davis,Bladensburg,Bladensburg,1,1994,1994,68,374,40,126,1,3,50,68,21,55,22,16,4,19,34,131,0.317,0.333,0.735,5.5,1.9,0.8,0.3,
Maryland,Juan Dixon,Towson,Calvert Hall,7,2003,2009,436,8509,1400,3393,331,972,547,657,155,816,775,341,34,552,733,3678,0.413,0.341,0.833,19.5,8.4,1.9,1.8,
Maryland,Terry Dozier,Baltimore,Paul Laurence Dunbar,1,1990,1990,9,92,9,27,0,1,4,8,7,15,3,6,2,7,10,22,0.333,0,0.5,10.2,2.4,1.7,0.3,
Maryland,Kevin Durant,Rockville,Montrose Christian School,16,2008,2024,1061,38972,9950,19875,2031,5248,6993,7910,717,7454,4645,1124,1196,3364,2033,28924,0.501,0.387,0.884,36.7,27.3,7,4.4,
Maryland,Corsley Edwards,Baltimore,Lake Clifton,1,2005,2005,10,110,10,31,0,0,7,12,12,25,3,3,4,2,19,27,0.323,,0.583,11,2.7,2.5,0.3,
Maryland,Patrick Ewing,Fort Washington,National Christian Academy,1,2011,2011,7,19,0,5,0,2,3,4,1,2,2,0,1,1,1,3,0,0,0.75,2.7,0.4,0.3,0.3,
Maryland,Duane Ferrell,Towson,Calvert Hall,11,1989,1999,583,8734,1420,2961,42,146,822,1096,552,1132,509,302,105,509,902,3704,0.48,0.288,0.75,15,6.4,1.9,0.9,
Maryland,Danny Ferry,Hyattsville,DeMatha Catholic,13,1991,2003,917,18133,2505,5615,677,1724,752,895,647,2550,1185,384,292,811,1964,6439,0.446,0.393,0.84,19.8,7,2.8,1.3,
Maryland,Joseph Forte,Hyattsville,DeMatha Catholic,2,2002,2003,25,125,11,47,0,6,8,10,5,17,17,6,0,13,7,30,0.234,0,0.8,5,1.2,0.7,0.7,
Maryland,Harold Fox,Hyattsville,Northwestern,1,1973,1973,10,84,12,32,,,7,8,,8,10,,,,7,31,0.375,,0.875,8.4,3.1,0.8,1,
Maryland,Steve Francis,Silver Spring,Montgomery Blair,9,2000,2008,576,21632,3543,8267,575,1684,2785,3494,960,3215,3473,846,223,2030,1813,10446,0.429,0.341,0.797,37.6,18.1,5.6,6,
Maryland,Rudy Gay,Severn,Archbishop Spalding,17,2007,2023,1120,34561,6670,14771,1186,3429,3116,3898,1447,6283,2280,1231,798,2245,2524,17642,0.452,0.346,0.799,30.9,15.8,5.6,2,
Maryland,Paul Gordon,Baltimore,Mount St. Joseph,1,1950,1950,4,,0,6,,,3,5,,,3,,,,3,3,0,,0.6,,0.8,,0.8,
Maryland,Devin Gray,Baltimore,Saint Frances Academy,2,1997,2000,27,173,23,63,0,0,21,34,17,39,7,9,3,9,33,67,0.365,,0.618,6.4,2.5,1.4,0.3,
Maryland,Jeff Green,Hyattsville,Northwestern,16,2008,2024,1185,32861,5142,11435,1172,3477,2785,3464,992,4824,1764,753,587,1573,2470,14241,0.45,0.337,0.804,27.7,12,4.1,1.5,
Maryland,Donté Greene,Towson,Towson Catholic,4,2009,2012,253,4259,585,1441,165,542,206,294,140,600,183,111,116,222,373,1541,0.406,0.304,0.701,16.8,6.1,2.4,0.7,
Maryland,Fred Hetzel,Bethesda,Landon School,6,1966,1971,416,8885,1789,4246,,,1080,1322,,2444,462,,,,1107,4658,0.421,,0.817,21.4,11.2,5.9,1.1,
Maryland,Roy Hibbert,North Bethesda,Georgetown Preparatory School,9,2009,2017,662,16389,2622,5641,6,24,1361,1802,1527,4173,885,241,1146,1038,2067,6611,0.465,0.25,0.755,24.8,10,6.3,1.3,
Maryland,Tracy Jackson,Burtonsville,Paint Branch,3,1982,1984,129,1797,279,602,2,13,134,179,123,243,132,78,14,108,183,694,0.463,0.154,0.749,13.9,5.4,1.9,1,
Maryland,Johnny Jones,Hyattsville,DeMatha Catholic,2,1968,1969,80,924,167,466,0,3,83,139,54,231,60,,,39,113,417,0.358,0,0.597,11.6,5.2,2.9,0.8,
Maryland,Thomas Jordan,Baltimore,Lake Clifton,1,1993,1993,4,106,18,41,0,0,8,17,5,19,3,3,5,12,14,44,0.439,,0.471,26.5,11,4.8,0.8,
Maryland,Joe Kennedy,Hyattsville,DeMatha Catholic,3,1969,1971,168,2705,366,973,0,2,230,286,148,602,140,,,97,321,962,0.376,0,0.804,16.1,5.7,3.6,0.8,
Maryland,Linas Kleiza,Rockville,Montrose Christian School,7,2006,2013,409,8185,1268,2912,387,1154,638,836,388,1470,321,159,73,409,886,3561,0.435,0.335,0.763,20,8.7,3.6,0.8,
Maryland,Kurk Lee,Baltimore,Paul Laurence Dunbar,1,1991,1991,48,265,19,71,3,15,25,28,7,30,34,11,2,20,39,66,0.268,0.2,0.893,5.5,1.4,0.6,0.7,
Maryland,Reggie Lewis,Baltimore,Paul Laurence Dunbar,6,1988,1993,450,14676,3198,6550,27,135,1479,1794,577,1938,1153,569,417,708,1268,7902,0.488,0.2,0.824,32.6,17.6,4.3,2.6,
Maryland,Sidney Lowe,Hyattsville,DeMatha Catholic,4,1984,1990,193,3422,198,540,4,30,162,212,81,335,749,191,9,191,282,562,0.367,0.133,0.764,17.7,2.9,1.7,3.9,
Maryland,Roger Mason,Olney,Good Counsel,10,2003,2014,518,9147,1196,2933,594,1549,303,350,78,897,677,189,75,370,709,3289,0.408,0.383,0.866,17.7,6.3,1.7,1.3,
Maryland,Chris McCray,Capitol Heights,Fairmont Heights,1,2007,2007,5,12,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,,,2.4,0,0,0,
Maryland,Jason Miskiri,Silver Spring,Montgomery Blair,1,2000,2000,1,3,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,,3,0,0,1,
Maryland,Doug Moe,Potomac,The Bullis School,5,1968,1972,378,12081,2301,5377,19,89,1540,1924,895,2560,1197,,,940,1286,6161,0.428,0.213,0.8,32,16.3,6.8,3.2,
Maryland,Rodney Monroe,Hagerstown,Saint Maria Goretti,1,1992,1992,38,313,53,144,6,27,19,23,12,33,27,12,2,23,19,131,0.368,0.222,0.826,8.2,3.4,0.9,0.7,
Maryland,Terence Morris,Frederick,Thomas Johnson,3,2002,2006,139,1934,209,514,22,112,32,45,123,377,93,35,49,81,126,472,0.407,0.196,0.711,13.9,3.4,2.7,0.7,
Maryland,Mike Morrison,Hyattsville,Northwestern,1,1990,1990,36,153,23,68,2,7,24,30,7,20,11,2,0,23,20,72,0.338,0.286,0.8,4.3,2,0.6,0.3,
Maryland,Jerrod Mustaf,Hyattsville,DeMatha Catholic,4,1991,1994,179,1902,285,635,0,2,151,233,145,452,99,54,46,144,237,721,0.449,0,0.648,10.6,4,2.5,0.6,
Maryland,Gary Neal,Towson,Calvert Hall,7,2011,2017,352,7507,1275,3021,460,1203,460,541,81,760,573,145,10,365,525,3470,0.422,0.382,0.85,21.3,9.9,2.2,1.6,
Maryland,Victor Oladipo,Hyattsville,DeMatha Catholic,10,2014,2023,504,16247,3118,7152,814,2349,1453,1843,289,2245,1970,805,230,1266,1202,8503,0.436,0.347,0.788,32.2,16.9,4.5,3.9,
Maryland,Don Reid,Largo,Largo,8,1996,2003,403,5374,583,1099,0,1,288,438,437,1169,143,182,282,253,1135,1454,0.53,0,0.658,13.3,3.6,2.9,0.4,
Maryland,Josh Selby,Baltimore,Lake Clifton,2,2012,2013,38,296,31,94,3,21,18,25,2,20,34,9,0,36,24,83,0.33,0.143,0.72,7.8,2.2,0.5,0.9,
Maryland,Gene Shue,Towson,Towson Catholic,10,1955,1964,699,23338,3715,9378,,,2638,3273,,2855,2608,,,,1405,10068,0.396,,0.806,33.4,14.4,4.1,3.7,
Maryland,Dickey Simpkins,Fort Washington,Friendly,7,1995,2002,327,5201,495,1124,2,9,396,641,423,1187,305,91,60,368,593,1388,0.44,0.222,0.618,15.9,4.2,3.6,0.9,
Maryland,Henry Sims,Baltimore,Mount St. Joseph,4,2013,2016,135,2542,403,856,4,23,221,288,248,670,140,76,64,153,289,1031,0.471,0.174,0.767,18.8,7.6,5,1,
Maryland,Tal Skinner,Newark,Worcester Tech,2,1975,1976,145,2798,274,632,,,112,177,224,608,152,99,24,,277,660,0.434,,0.633,19.3,4.6,4.2,1,
Maryland,Larry Spriggs,Hyattsville,Northwestern,5,1982,1986,169,2202,341,659,0,6,191,254,125,384,218,80,28,209,338,873,0.517,0,0.752,13,5.2,2.3,1.3,
Maryland,DaJuan Summers,Owings Mills,McDonogh School,4,2010,2013,83,820,103,268,29,79,43,67,24,82,29,18,8,37,104,278,0.384,0.367,0.642,9.9,3.3,1,0.3,
Maryland,Mike Sweetney,Oxon Hill,Oxon Hill,4,2004,2007,233,3610,564,1164,0,2,388,563,400,1045,145,73,107,277,569,1516,0.485,0,0.689,15.5,6.5,4.5,0.6,
Maryland,John Turner,Greenbelt,Eleanor Roosevelt,1,1992,1992,42,345,43,98,0,0,31,59,38,78,12,6,4,32,40,117,0.439,,0.525,8.2,2.8,1.9,0.3,
Maryland,David Vanterpool,Silver Spring,Montgomery Blair,1,2001,2001,22,411,46,110,0,6,30,50,15,37,66,23,3,37,44,122,0.418,0,0.6,18.7,5.5,1.7,3,
Maryland,Greivis Vásquez,Rockville,Montrose Christian School,7,2011,2017,401,9520,1378,3297,412,1180,423,518,125,1021,1935,236,34,753,767,3591,0.418,0.349,0.817,23.7,9,2.5,4.8,
Maryland,Marvin Webster,Baltimore,Edmondson-Westside,10,1976,1987,617,13364,1630,3343,2,7,1040,1675,1482,4218,752,228,881,873,1505,4302,0.488,0.286,0.621,21.7,7,6.8,1.2,
Maryland,Delonte West,Greenbelt,Eleanor Roosevelt,8,2005,2012,432,11842,1601,3571,376,1012,620,751,213,1265,1540,465,179,702,828,4198,0.448,0.372,0.826,27.4,9.7,2.9,3.6,
Maryland,Rodney White,Kensington,Newport School,4,2002,2005,218,3354,617,1455,91,290,215,287,113,485,237,118,65,285,309,1540,0.424,0.314,0.749,15.4,7.1,2.2,1.1,
Maryland,Hawkeye Whitney,Hyattsville,DeMatha Catholic,2,1981,1982,70,1048,174,377,2,7,54,72,42,146,87,59,7,62,129,404,0.462,0.286,0.75,15,5.8,2.1,1.2,
Maryland,Bernie Williams,Hyattsville,DeMatha Catholic,5,1970,1974,283,5167,1074,2645,29,125,445,540,111,523,556,1,0,264,531,2622,0.406,0.232,0.824,18.3,9.3,1.8,2,
Maryland,Jerome Williams,Rockville,Magruder,9,1997,2005,587,12755,1425,2839,1,26,1014,1573,1448,3743,474,618,128,587,1229,3865,0.502,0.038,0.645,21.7,6.6,6.4,0.8,
Maryland,Monty Williams,Oxon Hill,Potomac,9,1995,2003,456,7624,1143,2375,4,36,594,893,501,1296,544,251,137,554,897,2884,0.481,0.111,0.665,16.7,6.3,2.8,1.2,
Maryland,Reggie Williams,Baltimore,Paul Laurence Dunbar,10,1988,1997,599,16013,2992,6848,373,1253,1151,1468,785,2393,1492,802,407,1051,1920,7508,0.437,0.298,0.784,26.7,12.5,4,2.5,
Maryland,Walt Williams,Temple Hills,Crossland,11,1993,2003,708,18818,2978,7013,976,2575,1453,1956,764,2794,1637,658,406,1321,2046,8385,0.425,0.379,0.743,26.6,11.8,3.9,2.3,
Maryland,Kennard Winchester,Centreville,Queen Anne's County,3,1991,1993,122,1028,172,414,13,41,60,77,57,131,46,28,25,47,115,417,0.415,0.317,0.779,8.4,3.4,1.1,0.4,
Maryland,David Wingate,Baltimore,Paul Laurence Dunbar,15,1987,2001,740,13243,1690,3798,79,290,707,958,445,1420,1376,597,122,853,1249,4166,0.445,0.272,0.738,17.9,5.6,1.9,1.9,
Maryland,Skip Wise,Baltimore,Paul Laurence Dunbar,1,1976,1976,2,10,2,4,0,0,0,0,1,3,1,0,0,2,4,4,0.5,,,5,2,1.5,0.5,
Maryland,Perry Young,Ellicott City,Mount Hebron,1,1987,1987,9,72,6,21,0,0,1,2,3,8,7,5,1,4,14,13,0.286,,0.5,8,1.4,0.9,0.8,
Maryland,Jerami Grant,Hyattsville,DeMatha Catholic,10,2015,2024,672,18530,2998,6586,833,2291,1922,2575,579,2663,1049,444,702,849,1532,8751,0.455,0.364,0.746,27.6,13,4,1.6,
Maryland,Jerian Grant,Hyattsville,DeMatha Catholic,5,2016,2020,279,4998,593,1442,174,539,332,431,92,530,805,205,33,274,411,1692,0.411,0.323,0.77,17.9,6.1,1.9,2.9,
Maryland,Justin Anderson,Rockville,Montrose Christian School,6,2016,2022,242,3280,454,1106,159,545,217,280,141,621,184,105,80,141,291,1284,0.41,0.292,0.775,13.6,5.3,2.6,0.8,
Maryland,Treveon Graham,Leonardtown,St. Mary's Ryken,4,2017,2020,180,2883,266,694,120,360,105,152,121,400,144,76,16,76,297,757,0.383,0.333,0.691,16,4.2,2.2,0.8,
Maryland,Malcolm Miller,Gaithersburg,Gaithersburg,3,2018,2020,53,355,36,83,26,64,10,16,7,36,15,7,5,10,33,108,0.434,0.406,0.625,6.7,2,0.7,0.3,
Maryland,Malcolm Delaney,Towson,Towson Catholic,2,2017,2018,127,2262,254,673,72,234,149,185,19,223,356,74,7,161,194,729,0.377,0.308,0.805,17.8,5.7,1.8,2.8,
Maryland,Greg Whittington,Columbia,Oakland Mills,1,2021,2021,4,12,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,
Maryland,Chinanu Onuaku,Upper Marlboro,Riverdale Baptist,2,2017,2018,6,74,7,12,0,0,4,4,3,14,4,3,1,7,10,18,0.583,,1,12.3,3,2.3,0.7,
Maryland,Patrick McCaw,Rockville,Montrose Christian School,5,2017,2021,199,3373,292,696,92,302,84,107,64,319,270,139,31,123,233,760,0.42,0.305,0.785,16.9,3.8,1.6,1.4,
Maryland,Markelle Fultz,Hyattsville,DeMatha Catholic,7,2018,2024,234,5939,1096,2322,79,288,324,443,212,797,1084,276,68,436,452,2595,0.472,0.274,0.731,25.4,11.1,3.4,4.6,
Maryland,Jaylen Adams,Baltimore,Mount St. Joseph,2,2019,2021,41,446,39,118,25,76,7,9,11,63,67,14,5,28,46,110,0.331,0.329,0.778,10.9,2.7,1.5,1.6,
Maryland,Haywood Highsmith,Baltimore,Archbishop Curley,4,2019,2024,144,2538,266,601,123,334,38,71,132,429,121,92,50,83,213,693,0.443,0.368,0.535,17.6,4.8,3,0.8,
Maryland,Justin Robinson,Hagerstown,St. James School,3,2020,2022,43,441,40,126,25,80,7,13,6,33,48,12,2,22,39,112,0.317,0.313,0.538,10.3,2.6,0.8,1.1,
Maryland,Stanton Kidd,Baltimore,Edmondson-Westside,1,2020,2020,4,15,0,3,0,1,0,0,0,3,1,0,0,2,3,0,0,0,,3.8,0,0.8,0.3,
Maryland,Tariq Owens,Baltimore,Mt. Zion Prep,1,2020,2020,3,15,1,5,0,2,2,2,2,3,0,1,0,0,1,4,0.2,0,1,5,1.3,1,0,
Maryland,William Howard,Hyattsville,New Hope Academy,1,2020,2020,2,13,0,4,0,4,0,0,0,2,1,0,0,1,1,0,0,0,,6.5,0,1,0.5,
Maryland,Carmelo Anthony,Towson,Towson Catholic,19,2004,2022,1260,43514,10119,22643,1731,4873,6320,7764,1983,7808,3422,1223,644,3052,3543,28289,0.447,0.355,0.814,34.5,22.5,6.2,2.7,
Maryland,Ty Lawson,Forestville,Bishop McNamara,8,2010,2017,551,16088,2496,5424,473,1319,1512,1964,351,1506,3316,636,52,1159,898,6977,0.46,0.359,0.77,29.2,12.7,2.7,6,
Maryland,DerMarr Johnson,Riverdale,Parkdale,7,2001,2008,344,5930,770,1872,274,815,307,389,192,769,304,198,149,349,598,2121,0.411,0.336,0.789,17.2,6.2,2.2,0.9,
Maryland,DerMarr Johnson,Kensington,Newport School,7,2001,2008,344,5930,770,1872,274,815,307,389,192,769,304,198,149,349,598,2121,0.411,0.336,0.789,17.2,6.2,2.2,0.9,
Maryland,Joe Alexander,Frederick,Linganore,2,2009,2010,67,745,103,251,16,47,60,86,46,120,44,16,30,52,116,282,0.41,0.34,0.698,11.1,4.2,1.8,0.7,
Maryland,Lonny Baxter,Rockville,Richard Montgomery,4,2003,2006,162,1884,247,530,1,5,142,216,178,477,40,37,59,108,324,637,0.466,0.2,0.657,11.6,3.9,2.9,0.2,
Maryland,Randolph Childress,Brandywine,Gwynn Park,2,1996,1997,51,405,39,119,18,66,28,35,2,25,49,17,1,46,38,124,0.328,0.273,0.8,7.9,2.4,0.5,1,
Maryland,Quinn Cook,Hyattsville,DeMatha Catholic,5,2017,2021,188,2652,479,1039,180,441,62,78,46,314,298,52,7,135,201,1200,0.461,0.408,0.795,14.1,6.4,1.7,1.6,
Maryland,Sharrod Ford,Brandywine,Gwynn Park,1,2006,2006,3,13,2,3,0,0,0,0,1,3,0,0,1,2,7,4,0.667,,,4.3,1.3,1,0,
Maryland,Nolan Smith,Annapolis,The Key School,2,2012,2013,84,829,109,294,19,73,40,56,24,83,97,25,4,71,81,277,0.371,0.26,0.714,9.9,3.3,1,1.2,
Maryland,Nolan Smith,Upper Marlboro,Riverdale Baptist,2,2012,2013,84,829,109,294,19,73,40,56,24,83,97,25,4,71,81,277,0.371,0.26,0.714,9.9,3.3,1,1.2,
Maryland,James White,Kensington,Newport School,3,2007,2013,67,583,71,162,17,50,23,34,8,68,35,17,6,25,53,182,0.438,0.34,0.676,8.7,2.7,1,0.5,
Maryland,Sam Young,Fort Washington,Friendly,4,2010,2013,249,3966,560,1266,49,175,267,360,163,573,180,134,57,204,311,1436,0.442,0.28,0.742,15.9,5.8,2.3,0.7,
Maryland,Saddiq Bey,Hyattsville,DeMatha Catholic,4,2021,2024,292,8804,1372,3360,650,1846,709,842,415,1532,538,246,54,281,449,4103,0.408,0.352,0.842,30.2,14.1,5.2,1.8,
Maryland,Jalen Smith,Baltimore,Mount St. Joseph,4,2021,2024,207,3407,674,1303,159,474,259,350,349,1075,157,54,144,165,389,1766,0.517,0.335,0.74,16.5,8.5,5.2,0.8,
Maryland,Naji Marshall,Takoma Park,Takoma Academy,4,2021,2024,230,4484,608,1416,174,556,333,429,154,809,467,162,44,246,331,1723,0.429,0.313,0.776,19.5,7.5,3.5,2,
Maryland,Trevelin Queen,Glen Burnie,North County,3,2022,2024,31,309,36,100,14,56,18,21,18,53,28,14,11,21,25,104,0.36,0.25,0.857,10,3.4,1.7,0.9,
Maryland,Immanuel Quickley,Bel Air,The John Carroll School,4,2021,2024,291,7374,1320,3134,594,1586,744,868,131,980,1012,214,39,358,566,3978,0.421,0.375,0.857,25.3,13.7,3.4,3.5,
Maryland,Naji Marshall,Greenbelt,Eleanor Roosevelt,4,2021,2024,230,4484,608,1416,174,556,333,429,154,809,467,162,44,246,331,1723,0.429,0.313,0.776,19.5,7.5,3.5,2,
Maryland,Obi Toppin,Baltimore,Mt. Zion Prep,4,2021,2024,283,4693,874,1680,265,754,228,297,209,913,300,112,103,186,368,2241,0.52,0.351,0.768,16.6,7.9,3.2,1.1,
Maryland,Nate Darling,Hyattsville,DeMatha Catholic,1,2021,2021,7,26,2,7,2,7,3,3,1,1,1,0,1,1,1,9,0.286,0.286,1,3.7,1.3,0.1,0.1,
Maryland,Joey Dorsey,Baltimore,Frederick Douglass,4,2009,2015,130,1488,142,266,0,1,60,160,198,513,55,67,44,86,256,344,0.534,0,0.375,11.4,2.6,3.9,0.4,
Maryland,Ish Wainright,Rockville,Montrose Christian School,3,2022,2024,116,1336,132,355,83,252,35,45,75,207,69,62,29,37,174,382,0.372,0.329,0.778,11.5,3.3,1.8,0.6,
Maryland,Kevin Durant,Fort Washington,National Christian Academy,16,2008,2024,1061,38972,9950,19875,2031,5248,6993,7910,717,7454,4645,1124,1196,3364,2033,28924,0.501,0.387,0.884,36.7,27.3,7,4.4,
Maryland,Jordan Hawkins,Gaithersburg,Gaithersburg,1,2024,2024,67,1160,174,456,109,298,67,80,29,148,70,19,7,40,72,524,0.382,0.366,0.838,17.3,7.8,2.2,1,
Maryland,Jordan Hawkins,Hyattsville,DeMatha Catholic,1,2024,2024,67,1160,174,456,109,298,67,80,29,148,70,19,7,40,72,524,0.382,0.366,0.838,17.3,7.8,2.2,1,
Maryland,Cam Whitmore,Severn,Archbishop Spalding,1,2024,2024,47,880,212,467,79,220,76,112,44,180,33,30,17,46,64,579,0.454,0.359,0.679,18.7,12.3,3.8,0.7,
Massachusetts,Steven Adams,Fitchburg,Notre Dame Prep,10,2014,2023,706,18944,2713,4619,1,15,1091,2036,2599,5788,1079,624,675,1029,1748,6518,0.587,0.067,0.536,26.8,9.2,8.2,1.5,
Massachusetts,James Bailey,Westwood,Xaverian,9,1980,1988,595,11625,2045,4228,1,13,1155,1644,1010,2988,488,305,521,1057,1978,5246,0.484,0.077,0.703,19.5,8.8,5,0.8,
Massachusetts,Cedric Ball,Worcester,South,1,1991,1991,7,26,3,8,0,0,2,2,5,11,0,0,2,2,5,8,0.375,,1,3.7,1.1,1.6,0,
Massachusetts,Dana Barros,Westwood,Xaverian,14,1990,2004,850,19480,3281,7140,1090,2652,1249,1456,232,1609,2837,740,46,1213,1074,8901,0.46,0.411,0.858,22.9,10.5,1.9,3.3,
Massachusetts,Michael Beasley,Fitchburg,Notre Dame Prep,11,2009,2019,609,13903,3088,6644,291,835,1101,1450,664,2861,788,345,314,1025,1294,7568,0.465,0.349,0.759,22.8,12.4,4.7,1.3,
Massachusetts,Travis Best,Springfield,Springfield Central,10,1996,2005,708,15150,2002,4642,266,772,1106,1324,230,1249,2444,661,60,928,1616,5376,0.431,0.345,0.835,21.4,7.6,1.8,3.5,
Massachusetts,Bob Bigelow,Winchester,Winchester,4,1976,1979,94,762,91,220,,,52,71,35,111,42,19,4,18,75,234,0.414,,0.732,8.1,2.5,1.2,0.4,
Massachusetts,Will Blalock,Fitchburg,Notre Dame Prep,1,2007,2007,14,166,9,30,1,5,6,6,6,15,17,5,0,12,9,25,0.3,0.2,1,11.9,1.8,1.1,1.2,
Massachusetts,Michael Bradley,Worcester,Burncoat,5,2002,2006,173,2016,218,457,2,14,45,88,223,591,93,25,47,113,200,483,0.477,0.143,0.511,11.7,2.8,3.4,0.5,
Massachusetts,Rick Brunson,Salem,Salem,9,1998,2006,337,4533,397,1050,100,276,196,283,85,447,876,201,21,356,362,1090,0.378,0.362,0.693,13.5,3.2,1.3,2.6,
